"BlockGroup","NAME","TotHH","TotPerson","TotMale","MaleLT5Yrs","Male5to9Yrs","Male10to14Yrs","Male15to17Yrs","Male18to19Yrs","Male20Yrs","Male21Yrs","Male22to24Yrs","Male25to29Yrs","Male30to34Yrs","Male35to39Yrs","Male40to44Yrs","Male45to49Yrs","Male50to54Yrs","Male55to59Yrs","Male60to61Yrs","Male62to64Yrs","Male65to66Yrs","Male67to69Yrs","Male70to74Yrs","Male75to79Yrs","Male80to84Yrs","MaleGE85Yrs","TotFemale","FemaleLT5Yrs","Female5to9Yrs","Female10to14Yrs","Female15to17Yrs","Female18to19Yrs","Female20Yrs","Female21Yrs","Female22to24Yrs","Female25to29Yrs","Female30to34Yrs","Female35to39Yrs","Female40to44Yrs","Female45to49Yrs","Female50to54Yrs","Female55to59Yrs","Female60to61Yrs","Female62to64Yrs","Female65to66Yrs","Female67to69Yrs","Female70to74Yrs","Female75to79Yrs","Female80to84Yrs","FemaleGE85Yrs","Tract","Age1_Female","Age2_Female","Age3_Female","Age1_Male","Age2_Male","Age3_Male","Age1_Total","Age2_Total","Age3_Total","Target_Total","Tract_Name"
"240338035193","Block Group 3, Census Tract 8035.19, Prince George's County, Maryland",1214,1619,707,57,44,59,35,25,16,9,29,46,46,38,40,46,39,33,15,25,22,27,26,19,7,4,912,57,39,46,31,12,11,7,30,56,55,54,45,57,67,71,38,57,29,44,41,29,17,19,"24033803519",270,290,179,249,158,105,519,448,284,1251," Census Tract 8035.19, Prince George's County, Maryland"
"240338035201","Block Group 1, Census Tract 8035.20, Prince George's County, Maryland",386,1137,539,19,30,45,23,9,10,7,18,19,15,27,38,37,46,46,15,28,16,21,23,28,15,4,598,20,30,43,32,13,4,6,17,13,14,24,51,52,51,42,22,33,31,17,34,30,9,10,"24033803520",142,200,131,143,172,107,285,372,238,895," Census Tract 8035.20, Prince George's County, Maryland"
"240338035202","Block Group 2, Census Tract 8035.20, Prince George's County, Maryland",438,1336,647,37,34,54,40,32,5,14,23,21,22,33,31,42,62,80,23,27,10,18,22,5,8,4,689,39,42,47,31,11,8,13,21,34,29,35,49,65,67,64,29,31,14,25,15,14,2,4,"24033803520",200,256,74,181,234,67,381,490,141,1012," Census Tract 8035.20, Prince George's County, Maryland"
"240338035203","Block Group 3, Census Tract 8035.20, Prince George's County, Maryland",553,1832,852,44,57,69,41,18,15,11,35,34,28,37,42,73,71,86,32,44,21,31,27,13,12,11,980,39,55,67,53,17,10,11,36,42,42,44,68,76,83,105,38,46,22,28,16,26,15,41,"24033803520",270,348,148,220,306,115,490,654,263,1407," Census Tract 8035.20, Prince George's County, Maryland"
"240338035211","Block Group 1, Census Tract 8035.21, Prince George's County, Maryland",1822,4655,2037,146,163,174,104,54,24,16,53,73,102,151,175,168,170,129,33,60,33,35,36,36,36,66,2618,140,152,162,102,45,29,26,72,99,112,181,213,227,181,185,77,81,33,59,69,52,94,227,"24033803521",777,751,534,648,560,242,1425,1311,776,3512," Census Tract 8035.21, Prince George's County, Maryland"
"240338035221","Block Group 1, Census Tract 8035.22, Prince George's County, Maryland",344,885,402,28,31,39,23,15,11,11,15,22,23,30,20,31,34,28,7,10,6,5,12,1,0,0,483,25,29,32,21,7,8,2,12,35,32,40,47,45,44,40,18,10,9,14,5,3,3,2,"24033803522",183,157,36,147,110,24,330,267,60,657," Census Tract 8035.22, Prince George's County, Maryland"
"240338035222","Block Group 2, Census Tract 8035.22, Prince George's County, Maryland",848,1926,829,55,64,59,31,19,8,4,29,57,64,75,68,87,60,53,19,24,8,17,18,4,4,2,1097,64,48,57,48,30,13,9,35,85,86,107,91,106,91,81,29,40,19,17,22,9,5,5,"24033803522",456,347,77,324,243,53,780,590,130,1500," Census Tract 8035.22, Prince George's County, Maryland"
"240338035223","Block Group 3, Census Tract 8035.22, Prince George's County, Maryland",318,916,434,50,35,36,17,13,7,3,26,26,22,29,26,36,25,31,11,8,3,14,12,3,1,0,482,40,27,36,16,7,4,4,19,20,43,34,40,45,40,39,16,13,9,3,15,6,2,4,"24033803522",171,153,39,152,111,33,323,264,72,659," Census Tract 8035.22, Prince George's County, Maryland"
"240338035231","Block Group 1, Census Tract 8035.23, Prince George's County, Maryland",479,1458,694,25,41,48,31,23,8,9,25,25,22,29,46,53,70,70,32,39,27,24,25,17,3,2,764,39,34,50,38,15,8,6,25,23,29,37,59,65,73,89,27,49,23,27,19,12,8,9,"24033803523",202,303,98,187,264,98,389,567,196,1152," Census Tract 8035.23, Prince George's County, Maryland"
"240338035232","Block Group 2, Census Tract 8035.23, Prince George's County, Maryland",755,2167,991,62,62,77,55,19,13,8,35,55,43,49,61,88,84,105,25,49,21,20,35,15,7,3,1176,55,65,71,71,19,11,13,36,49,50,73,91,113,119,115,53,43,26,34,26,20,10,13,"24033803523",342,443,129,283,351,101,625,794,230,1649," Census Tract 8035.23, Prince George's County, Maryland"
"240338035241","Block Group 1, Census Tract 8035.24, Prince George's County, Maryland",843,2307,1033,93,90,81,58,38,15,10,39,60,92,77,92,85,66,46,22,18,9,10,18,9,3,2,1274,86,78,84,64,30,18,13,55,74,92,109,119,99,100,84,37,32,24,23,24,11,12,6,"24033803524",510,352,100,423,237,51,933,589,151,1673," Census Tract 8035.24, Prince George's County, Maryland"
"240338035242","Block Group 2, Census Tract 8035.24, Prince George's County, Maryland",814,988,438,31,31,47,25,29,7,9,22,22,33,32,25,45,20,18,9,4,2,6,11,6,1,3,550,34,40,53,34,21,7,9,15,32,37,46,52,48,37,28,10,14,11,5,7,7,2,1,"24033803524",219,137,33,179,96,29,398,233,62,693," Census Tract 8035.24, Prince George's County, Maryland"
"240338035251","Block Group 1, Census Tract 8035.25, Prince George's County, Maryland",342,758,331,39,28,28,13,6,1,4,26,42,25,33,24,22,14,10,5,2,1,1,4,1,0,2,427,47,33,18,19,8,7,9,28,56,52,22,32,25,21,26,9,8,3,2,2,0,0,0,"24033803525",214,89,7,161,53,9,375,142,16,533," Census Tract 8035.25, Prince George's County, Maryland"
"240338035252","Block Group 2, Census Tract 8035.25, Prince George's County, Maryland",720,1646,703,87,63,52,34,25,11,15,40,71,55,44,40,48,30,23,11,14,6,7,14,9,1,3,943,60,57,54,29,28,16,19,53,108,90,77,62,48,61,43,26,21,19,23,26,13,5,5,"24033803525",453,199,91,301,126,40,754,325,131,1210," Census Tract 8035.25, Prince George's County, Maryland"
"240338035261","Block Group 1, Census Tract 8035.26, Prince George's County, Maryland",755,1968,810,52,56,61,47,24,5,7,34,43,52,45,59,74,91,46,15,25,14,13,14,13,10,10,1158,60,56,67,54,32,9,12,39,71,85,81,85,99,115,100,25,32,20,23,24,19,25,25,"24033803526",414,371,136,269,251,74,683,622,210,1515," Census Tract 8035.26, Prince George's County, Maryland"
"240338035262","Block Group 2, Census Tract 8035.26, Prince George's County, Maryland",578,1514,690,47,55,58,41,25,6,5,26,46,41,43,53,54,47,42,20,19,6,15,20,11,5,5,824,37,57,51,32,20,6,4,22,47,66,62,51,73,79,72,36,30,15,18,23,10,9,4,"24033803526",278,290,79,245,182,62,523,472,141,1136," Census Tract 8035.26, Prince George's County, Maryland"
"240338035271","Block Group 1, Census Tract 8035.27, Prince George's County, Maryland",596,1682,739,63,52,62,50,23,15,8,28,50,38,49,47,57,64,43,21,16,13,13,14,9,4,0,943,49,62,64,42,23,7,8,32,59,60,71,68,88,72,75,29,41,26,24,21,11,4,7,"24033803527",328,305,93,258,201,53,586,506,146,1238," Census Tract 8035.27, Prince George's County, Maryland"
"240338035272","Block Group 2, Census Tract 8035.27, Prince George's County, Maryland",547,1402,624,48,48,45,31,21,14,8,31,39,37,53,44,45,36,45,16,21,9,9,12,8,2,2,778,43,34,41,25,23,10,9,36,43,66,63,60,62,63,61,28,27,25,22,17,10,5,5,"24033803527",310,241,84,247,163,42,557,404,126,1087," Census Tract 8035.27, Prince George's County, Maryland"
"240338036011","Block Group 1, Census Tract 8036.01, Prince George's County, Maryland",855,2586,1236,71,88,79,75,41,15,15,64,71,51,73,79,115,118,105,21,37,19,24,34,25,10,6,1350,83,79,78,67,38,17,19,45,63,49,81,104,138,127,105,38,39,27,30,41,33,25,24,"24033803601",416,447,180,409,396,118,825,843,298,1966," Census Tract 8036.01, Prince George's County, Maryland"
"240338036012","Block Group 2, Census Tract 8036.01, Prince George's County, Maryland",326,905,416,20,23,29,23,6,9,8,24,27,19,17,22,30,29,27,11,8,7,13,15,27,15,7,489,23,27,31,17,5,6,4,16,29,17,20,33,31,32,34,19,13,9,19,37,34,20,13,"24033803601",130,129,132,132,105,84,262,234,216,712," Census Tract 8036.01, Prince George's County, Maryland"
"240338036021","Block Group 1, Census Tract 8036.02, Prince George's County, Maryland",385,1042,456,40,49,34,32,12,7,9,19,27,30,32,27,31,28,15,10,7,4,5,12,15,6,5,586,29,37,53,24,19,9,7,20,38,45,45,31,30,40,33,14,11,6,18,25,23,14,15,"24033803602",214,128,101,163,91,47,377,219,148,744," Census Tract 8036.02, Prince George's County, Maryland"
"240338036022","Block Group 2, Census Tract 8036.02, Prince George's County, Maryland",296,824,365,33,33,23,12,8,4,7,15,25,27,17,17,33,24,15,5,8,7,10,13,15,7,7,459,32,37,39,18,7,8,5,13,42,30,30,27,33,12,22,10,11,7,11,20,19,12,14,"24033803602",162,88,83,120,85,59,282,173,142,597," Census Tract 8036.02, Prince George's County, Maryland"
"240338036051","Block Group 1, Census Tract 8036.05, Prince George's County, Maryland",406,1399,674,53,55,46,39,14,7,12,39,57,53,42,49,43,48,28,15,17,13,12,14,9,8,1,725,54,51,52,28,17,13,8,25,62,45,59,45,45,52,44,20,23,12,15,22,21,7,5,"24033803605",274,184,82,273,151,57,547,335,139,1021," Census Tract 8036.05, Prince George's County, Maryland"
"240338036052","Block Group 2, Census Tract 8036.05, Prince George's County, Maryland",593,2126,1081,89,92,79,60,36,19,16,41,85,74,69,73,64,81,63,21,23,13,17,26,23,6,11,1045,89,78,70,44,27,13,12,47,55,82,70,77,72,84,64,19,22,18,14,29,31,17,11,"24033803605",383,261,120,413,252,96,796,513,216,1525," Census Tract 8036.05, Prince George's County, Maryland"
"240338036053","Block Group 3, Census Tract 8036.05, Prince George's County, Maryland",334,1038,518,56,53,34,16,9,13,7,27,50,52,54,35,28,34,18,3,8,8,9,4,0,0,0,520,56,55,35,22,18,3,5,18,59,35,39,44,36,18,21,8,19,6,5,8,3,4,3,"24033803605",221,102,29,247,91,21,468,193,50,711," Census Tract 8036.05, Prince George's County, Maryland"
"240338036054","Block Group 4, Census Tract 8036.05, Prince George's County, Maryland",663,2200,1075,73,77,75,54,29,26,18,53,76,91,68,64,72,81,77,24,31,15,18,24,12,12,5,1125,86,64,70,62,35,13,19,34,67,81,59,78,85,118,78,22,40,18,17,34,20,12,13,"24033803605",386,343,114,425,285,86,811,628,200,1639," Census Tract 8036.05, Prince George's County, Maryland"
"240338036061","Block Group 1, Census Tract 8036.06, Prince George's County, Maryland",478,1563,755,53,80,62,28,18,8,9,32,48,51,61,54,56,48,45,9,25,9,12,21,8,11,7,808,70,52,65,33,15,10,9,38,47,56,55,66,58,48,59,17,16,7,18,20,21,14,14,"24033803606",296,198,94,281,183,68,577,381,162,1120," Census Tract 8036.06, Prince George's County, Maryland"
"240338036062","Block Group 2, Census Tract 8036.06, Prince George's County, Maryland",351,1260,634,40,50,39,27,16,9,8,36,54,48,35,37,48,56,41,17,16,13,10,11,10,5,8,626,46,48,47,26,21,11,13,25,37,35,40,35,51,40,52,5,15,13,15,21,9,9,12,"24033803606",217,163,79,243,178,57,460,341,136,937," Census Tract 8036.06, Prince George's County, Maryland"
"240338036063","Block Group 3, Census Tract 8036.06, Prince George's County, Maryland",387,1264,637,54,38,46,25,16,9,16,24,53,45,43,32,58,55,33,12,24,14,12,11,9,6,2,627,31,37,47,38,14,6,7,23,44,41,23,44,56,49,46,13,24,6,19,30,17,4,8,"24033803606",202,188,84,238,182,54,440,370,138,948," Census Tract 8036.06, Prince George's County, Maryland"
"240338036064","Block Group 4, Census Tract 8036.06, Prince George's County, Maryland",418,1413,718,54,53,64,33,29,11,6,31,62,41,45,47,59,53,46,16,13,6,6,15,14,7,7,695,50,53,57,24,19,8,6,23,59,55,43,55,54,43,53,12,8,10,10,15,20,13,5,"24033803606",268,170,73,272,187,55,540,357,128,1025," Census Tract 8036.06, Prince George's County, Maryland"
"240338036071","Block Group 1, Census Tract 8036.07, Prince George's County, Maryland",294,935,488,44,44,35,16,17,4,8,17,44,31,34,36,34,33,31,6,12,8,11,12,5,6,0,447,37,21,35,17,17,1,5,21,35,38,26,28,32,40,21,6,11,4,17,8,16,8,3,"24033803607",171,110,56,191,116,42,362,226,98,686," Census Tract 8036.07, Prince George's County, Maryland"
"240338036072","Block Group 2, Census Tract 8036.07, Prince George's County, Maryland",318,996,483,37,31,34,20,18,8,7,23,23,28,32,31,40,27,34,11,20,7,16,20,6,6,4,513,24,34,39,30,13,5,5,14,35,20,26,42,39,41,42,8,26,11,19,18,7,9,6,"24033803607",160,156,70,170,132,59,330,288,129,747," Census Tract 8036.07, Prince George's County, Maryland"
"240338036073","Block Group 3, Census Tract 8036.07, Prince George's County, Maryland",448,1474,747,52,52,61,42,22,13,8,31,37,44,34,44,51,73,59,22,33,10,11,22,12,6,8,727,34,43,49,35,10,14,11,26,42,34,36,51,75,68,70,25,16,10,17,17,18,16,10,"24033803607",224,254,88,233,238,69,457,492,157,1106," Census Tract 8036.07, Prince George's County, Maryland"
"240338036081","Block Group 1, Census Tract 8036.08, Prince George's County, Maryland",344,1120,527,42,49,36,21,11,9,3,30,50,40,40,36,30,40,30,7,14,9,7,15,4,4,0,593,43,30,44,27,19,15,6,22,40,46,43,32,51,45,51,9,19,7,12,17,6,3,6,"24033803608",223,175,51,219,121,39,442,296,90,828," Census Tract 8036.08, Prince George's County, Maryland"
"240338036082","Block Group 2, Census Tract 8036.08, Prince George's County, Maryland",470,1542,749,40,55,51,45,22,14,13,34,54,39,43,58,48,57,60,20,27,15,18,13,11,8,4,793,55,52,63,35,25,16,8,36,53,30,52,54,54,72,53,29,28,11,14,19,15,11,8,"24033803608",274,236,78,277,212,69,551,448,147,1146," Census Tract 8036.08, Prince George's County, Maryland"
"240338036083","Block Group 3, Census Tract 8036.08, Prince George's County, Maryland",473,1360,703,90,53,46,22,18,17,18,45,92,53,48,41,37,35,24,8,21,12,8,6,4,4,1,657,72,42,43,19,19,14,15,54,70,53,53,34,50,32,24,16,16,10,5,10,1,1,4,"24033803608",312,138,31,332,125,35,644,263,66,973," Census Tract 8036.08, Prince George's County, Maryland"
"240338036084","Block Group 4, Census Tract 8036.08, Prince George's County, Maryland",597,1754,816,34,58,65,46,32,9,8,31,49,44,42,65,52,59,52,17,30,16,23,33,26,16,9,938,58,53,60,42,22,10,8,23,38,45,51,89,59,65,55,21,36,27,49,49,34,23,21,"24033803608",286,236,203,280,210,123,566,446,326,1338," Census Tract 8036.08, Prince George's County, Maryland"
"240338036101","Block Group 1, Census Tract 8036.10, Prince George's County, Maryland",577,1936,966,76,71,60,47,27,14,14,49,59,78,62,59,56,80,51,27,25,20,21,19,28,15,8,970,56,61,78,34,27,15,13,40,68,56,50,55,79,72,74,33,27,12,16,35,32,19,18,"24033803610",324,285,132,362,239,111,686,524,243,1453," Census Tract 8036.10, Prince George's County, Maryland"
"240338036102","Block Group 2, Census Tract 8036.10, Prince George's County, Maryland",470,1347,668,66,59,48,38,20,9,6,33,58,70,42,33,34,39,36,14,14,9,9,7,10,7,7,679,49,59,42,27,18,10,6,32,61,59,38,38,53,49,39,7,21,15,5,12,14,8,17,"24033803610",262,169,71,271,137,49,533,306,120,959," Census Tract 8036.10, Prince George's County, Maryland"
"240338036121","Block Group 1, Census Tract 8036.12, Prince George's County, Maryland",548,1529,735,83,65,64,31,22,8,17,32,77,51,49,49,42,37,31,16,21,7,9,12,6,4,2,794,70,63,42,29,18,20,13,39,70,57,54,63,64,56,47,27,20,8,7,9,9,5,4,"24033803612",334,214,42,305,147,40,639,361,82,1082," Census Tract 8036.12, Prince George's County, Maryland"
"240338036122","Block Group 2, Census Tract 8036.12, Prince George's County, Maryland",742,1615,753,61,54,79,41,29,9,11,37,91,65,52,56,52,61,21,8,7,3,5,5,6,0,0,862,73,62,45,29,16,14,12,54,102,67,74,76,72,63,40,14,12,13,9,5,7,2,1,"24033803612",415,201,37,350,149,19,765,350,56,1171," Census Tract 8036.12, Prince George's County, Maryland"
"240338036131","Block Group 1, Census Tract 8036.13, Prince George's County, Maryland",482,1649,815,58,67,60,38,30,6,10,37,66,58,49,55,62,59,57,16,32,8,15,14,10,6,2,834,68,57,48,47,25,9,8,32,55,51,53,53,43,66,74,24,21,19,21,23,18,13,6,"24033803613",286,228,100,311,226,55,597,454,155,1206," Census Tract 8036.13, Prince George's County, Maryland"
"240338036132","Block Group 2, Census Tract 8036.13, Prince George's County, Maryland",865,1728,830,65,41,45,31,14,5,16,57,86,72,65,74,86,51,47,14,15,11,14,11,6,3,1,898,62,49,29,27,18,8,8,48,93,99,76,68,78,70,60,22,25,17,12,6,10,7,6,"24033803613",418,255,58,389,213,46,807,468,104,1379," Census Tract 8036.13, Prince George's County, Maryland"
"240338036133","Block Group 3, Census Tract 8036.13, Prince George's County, Maryland",650,1697,839,106,64,63,36,17,19,12,37,82,75,91,64,60,42,23,11,12,7,5,5,6,1,1,858,78,61,54,24,21,9,11,44,106,91,71,71,66,53,40,9,11,8,12,11,4,1,2,"24033803613",424,179,38,397,148,25,821,327,63,1211," Census Tract 8036.13, Prince George's County, Maryland"
"240338037001","Block Group 1, Census Tract 8037, Prince George's County, Maryland",415,1362,666,60,56,47,35,15,9,7,27,54,52,51,51,53,51,33,8,9,8,10,9,7,5,9,696,63,54,48,31,19,6,5,22,52,46,67,42,57,50,41,9,19,7,8,12,14,12,12,"24033803700",259,176,65,266,154,48,525,330,113,968," Census Tract 8037, Prince George's County, Maryland"
"240338037002","Block Group 2, Census Tract 8037, Prince George's County, Maryland",369,1183,586,39,41,56,37,17,8,10,28,53,50,52,39,43,29,32,11,17,6,9,6,2,0,1,597,44,48,54,22,18,7,9,27,43,49,41,39,49,37,43,11,20,6,7,6,7,5,5,"24033803700",233,160,36,257,132,24,490,292,60,842," Census Tract 8037, Prince George's County, Maryland"
"240338038011","Block Group 1, Census Tract 8038.01, Prince George's County, Maryland",734,2609,1342,104,101,89,70,37,18,25,70,126,119,107,103,91,90,76,17,29,15,12,16,16,5,6,1267,113,95,90,57,39,21,16,49,86,111,98,86,73,86,85,21,33,17,17,25,25,13,11,"24033803801",506,298,108,605,303,70,1111,601,178,1890," Census Tract 8038.01, Prince George's County, Maryland"
"240338038031","Block Group 1, Census Tract 8038.03, Prince George's County, Maryland",301,1123,556,53,43,37,31,13,8,8,25,59,34,48,45,35,33,33,12,14,4,7,8,3,2,1,567,51,51,46,28,13,7,5,17,50,49,34,40,34,51,31,11,18,6,6,5,7,3,4,"24033803803",215,145,31,240,127,25,455,272,56,783," Census Tract 8038.03, Prince George's County, Maryland"
"240338038032","Block Group 2, Census Tract 8038.03, Prince George's County, Maryland",611,1986,993,88,86,101,55,36,9,17,38,87,81,65,72,72,53,34,17,17,17,12,12,14,7,3,993,103,85,74,39,23,13,13,37,79,78,78,70,64,60,59,22,20,13,15,16,16,10,6,"24033803803",391,225,76,405,193,65,796,418,141,1355," Census Tract 8038.03, Prince George's County, Maryland"
"240338038033","Block Group 3, Census Tract 8038.03, Prince George's County, Maryland",639,1894,940,80,59,70,34,26,20,17,51,76,72,82,60,57,63,57,31,24,10,15,17,14,2,3,954,53,70,66,43,21,8,15,43,76,77,52,66,71,74,70,35,22,13,29,22,18,7,3,"24033803803",358,272,92,404,232,61,762,504,153,1419," Census Tract 8038.03, Prince George's County, Maryland"
"240338039001","Block Group 1, Census Tract 8039, Prince George's County, Maryland",453,1715,937,85,65,58,43,26,23,25,64,112,108,99,63,47,42,30,7,7,6,8,7,7,0,5,778,94,61,67,32,21,15,18,50,81,59,61,61,55,23,26,9,17,5,10,5,2,3,3,"24033803900",366,130,28,520,133,33,886,263,61,1210," Census Tract 8039, Prince George's County, Maryland"
"240338039002","Block Group 2, Census Tract 8039, Prince George's County, Maryland",176,598,316,34,27,19,15,6,5,4,22,34,34,30,15,19,26,9,1,3,1,4,4,1,0,3,282,30,30,20,18,7,6,6,8,21,27,24,20,15,15,19,1,4,0,2,6,1,0,2,"24033803900",119,54,11,150,58,13,269,112,24,405," Census Tract 8039, Prince George's County, Maryland"
"240338039003","Block Group 3, Census Tract 8039, Prince George's County, Maryland",353,1280,669,55,50,43,26,37,14,17,39,68,45,46,48,44,42,33,12,16,8,6,12,2,4,2,611,61,48,50,22,14,11,12,26,51,33,50,43,36,44,33,9,13,9,9,15,7,8,7,"24033803900",240,135,55,314,147,34,554,282,89,925," Census Tract 8039, Prince George's County, Maryland"
"240338040011","Block Group 1, Census Tract 8040.01, Prince George's County, Maryland",872,1668,703,77,60,48,26,16,12,6,31,75,65,39,32,27,30,26,10,13,9,25,26,28,12,10,965,79,63,39,31,17,20,15,44,74,92,66,40,38,46,36,8,33,18,18,58,48,49,33,"24033804001",368,161,224,276,106,110,644,267,334,1245," Census Tract 8040.01, Prince George's County, Maryland"
"240338040012","Block Group 2, Census Tract 8040.01, Prince George's County, Maryland",483,1166,497,49,58,44,22,15,2,4,28,61,36,28,33,32,18,18,10,4,5,6,6,11,5,2,669,65,55,41,25,16,8,9,30,71,65,30,50,36,30,27,12,24,11,12,11,21,16,4,"24033804001",279,129,75,207,82,35,486,211,110,807," Census Tract 8040.01, Prince George's County, Maryland"
"240338040013","Block Group 3, Census Tract 8040.01, Prince George's County, Maryland",988,2303,1098,106,77,65,49,34,13,23,69,130,116,107,88,63,59,34,16,18,6,3,10,5,5,2,1205,116,80,61,41,40,18,30,88,144,105,122,88,85,55,60,12,23,2,5,12,10,3,5,"24033804001",635,235,37,580,190,31,1215,425,68,1708," Census Tract 8040.01, Prince George's County, Maryland"
"240338040021","Block Group 1, Census Tract 8040.02, Prince George's County, Maryland",477,1737,875,65,71,65,42,31,13,17,49,80,65,68,63,70,48,44,18,19,7,17,14,8,1,0,862,73,74,69,34,27,15,15,32,49,66,60,53,60,53,56,24,27,10,14,23,9,6,13,"24033804002",317,220,75,386,199,47,703,419,122,1244," Census Tract 8040.02, Prince George's County, Maryland"
"240338040022","Block Group 2, Census Tract 8040.02, Prince George's County, Maryland",835,2255,1151,114,92,52,51,26,17,22,70,117,98,84,85,71,74,55,29,31,19,13,17,8,3,3,1104,99,75,72,53,21,9,18,54,102,94,97,97,67,71,72,22,16,10,20,14,8,5,8,"24033804002",492,248,65,519,260,63,1011,508,128,1647," Census Tract 8040.02, Prince George's County, Maryland"
"240338041011","Block Group 1, Census Tract 8041.01, Prince George's County, Maryland",510,1423,725,51,36,46,39,25,10,16,35,49,59,60,38,59,61,54,10,26,14,16,13,4,3,1,698,43,36,45,25,19,12,16,36,45,47,42,51,68,54,65,18,24,11,13,9,8,5,6,"24033804101",268,229,52,292,210,51,560,439,103,1102," Census Tract 8041.01, Prince George's County, Maryland"
"240338041012","Block Group 2, Census Tract 8041.01, Prince George's County, Maryland",691,1815,900,89,64,56,47,26,17,12,39,86,59,75,48,87,57,47,18,21,12,15,8,11,5,1,915,87,65,50,25,14,16,24,45,81,75,67,71,74,68,54,21,21,14,8,10,10,6,9,"24033804101",393,238,57,362,230,52,755,468,109,1332," Census Tract 8041.01, Prince George's County, Maryland"
