"BlockGroup","NAME","TotHH","TotPerson","TotMale","MaleLT5Yrs","Male5to9Yrs","Male10to14Yrs","Male15to17Yrs","Male18to19Yrs","Male20Yrs","Male21Yrs","Male22to24Yrs","Male25to29Yrs","Male30to34Yrs","Male35to39Yrs","Male40to44Yrs","Male45to49Yrs","Male50to54Yrs","Male55to59Yrs","Male60to61Yrs","Male62to64Yrs","Male65to66Yrs","Male67to69Yrs","Male70to74Yrs","Male75to79Yrs","Male80to84Yrs","MaleGE85Yrs","TotFemale","FemaleLT5Yrs","Female5to9Yrs","Female10to14Yrs","Female15to17Yrs","Female18to19Yrs","Female20Yrs","Female21Yrs","Female22to24Yrs","Female25to29Yrs","Female30to34Yrs","Female35to39Yrs","Female40to44Yrs","Female45to49Yrs","Female50to54Yrs","Female55to59Yrs","Female60to61Yrs","Female62to64Yrs","Female65to66Yrs","Female67to69Yrs","Female70to74Yrs","Female75to79Yrs","Female80to84Yrs","FemaleGE85Yrs","Tract","Age1_Female","Age2_Female","Age3_Female","Age1_Male","Age2_Male","Age3_Male","Age1_Total","Age2_Total","Age3_Total","Target_Total","Tract_Name"
"240338011041","Block Group 1, Census Tract 8011.04, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24033801104",0,0,0,0,0,0,0,0,0,0," Census Tract 8011.04, Prince George's County, Maryland"
"240338011042","Block Group 2, Census Tract 8011.04, Prince George's County, Maryland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24033801104",0,0,0,0,0,0,0,0,0,0," Census Tract 8011.04, Prince George's County, Maryland"
"240338011043","Block Group 3, Census Tract 8011.04, Prince George's County, Maryland",1385,2973,1567,269,166,97,37,45,52,65,165,275,142,93,58,57,21,15,2,3,1,0,3,1,0,0,1406,266,122,75,16,31,42,44,176,250,145,94,57,40,24,17,4,0,1,1,1,0,0,0,"24033801104",839,85,3,895,98,5,1734,183,8,1925," Census Tract 8011.04, Prince George's County, Maryland"
"240338012071","Block Group 1, Census Tract 8012.07, Prince George's County, Maryland",556,1596,802,46,50,64,32,23,13,9,33,60,35,46,60,73,72,66,46,28,14,9,8,6,4,5,794,48,41,41,42,21,10,5,30,51,39,49,69,76,84,87,28,17,7,9,14,9,5,12,"24033801207",274,292,56,279,285,46,553,577,102,1232," Census Tract 8012.07, Prince George's County, Maryland"
"240338012072","Block Group 2, Census Tract 8012.07, Prince George's County, Maryland",973,2836,1360,86,77,91,71,33,17,10,50,58,77,96,124,140,105,97,37,34,24,34,40,31,18,10,1476,72,86,86,67,26,11,17,47,66,77,105,121,139,118,102,41,43,21,39,41,40,39,72,"24033801207",470,443,252,465,413,157,935,856,409,2200," Census Tract 8012.07, Prince George's County, Maryland"
"240338012081","Block Group 1, Census Tract 8012.08, Prince George's County, Maryland",448,1187,560,29,38,35,34,13,10,8,20,23,24,29,49,39,45,45,16,24,10,19,27,12,7,4,627,32,28,33,26,21,10,1,22,26,35,45,44,47,64,60,23,35,13,14,25,9,7,7,"24033801208",204,229,75,176,169,79,380,398,154,932," Census Tract 8012.08, Prince George's County, Maryland"
"240338012082","Block Group 2, Census Tract 8012.08, Prince George's County, Maryland",886,2457,1125,70,86,98,68,33,19,17,47,56,42,77,86,124,84,80,27,43,13,16,20,16,2,1,1332,75,74,70,75,39,15,21,33,62,68,97,142,149,118,109,50,41,21,19,18,13,10,13,"24033801208",477,467,94,377,358,68,854,825,162,1841," Census Tract 8012.08, Prince George's County, Maryland"
"240338012091","Block Group 1, Census Tract 8012.09, Prince George's County, Maryland",877,2489,1134,64,78,121,68,43,17,8,48,64,79,77,102,107,74,73,28,25,14,22,16,4,2,0,1355,94,86,100,77,36,10,18,46,64,88,110,112,140,119,107,37,40,17,19,14,10,6,5,"24033801209",484,443,71,438,307,58,922,750,129,1801," Census Tract 8012.09, Prince George's County, Maryland"
"240338012092","Block Group 2, Census Tract 8012.09, Prince George's County, Maryland",674,1872,872,54,54,66,47,19,9,17,35,49,46,45,63,83,85,58,19,30,20,19,31,16,4,3,1000,68,52,61,49,17,11,11,27,43,59,61,71,102,91,78,41,39,26,26,30,23,8,6,"24033801209",300,351,119,283,275,93,583,626,212,1421," Census Tract 8012.09, Prince George's County, Maryland"
"240338012101","Block Group 1, Census Tract 8012.10, Prince George's County, Maryland",799,2104,993,49,43,76,49,30,14,10,42,55,48,66,68,76,79,89,34,59,20,28,29,14,6,9,1111,50,60,63,37,14,14,14,36,58,48,74,88,102,95,114,50,57,27,37,27,18,13,15,"24033801210",346,418,137,333,337,106,679,755,243,1677," Census Tract 8012.10, Prince George's County, Maryland"
"240338012102","Block Group 2, Census Tract 8012.10, Prince George's County, Maryland",725,1999,950,46,67,86,43,36,10,11,26,45,40,61,83,68,71,75,34,41,22,23,25,22,10,5,1049,32,44,78,64,29,9,19,48,43,51,64,83,83,89,97,39,44,21,30,34,24,10,14,"24033801210",346,352,133,312,289,107,658,641,240,1539," Census Tract 8012.10, Prince George's County, Maryland"
"240338012111","Block Group 1, Census Tract 8012.11, Prince George's County, Maryland",560,1578,722,41,50,37,50,21,11,4,21,43,49,47,50,61,61,47,20,32,14,15,23,13,3,9,856,58,45,45,38,13,8,9,26,63,51,61,58,82,64,90,21,22,13,27,27,16,8,11,"24033801211",289,279,102,246,221,77,535,500,179,1214," Census Tract 8012.11, Prince George's County, Maryland"
"240338012112","Block Group 2, Census Tract 8012.11, Prince George's County, Maryland",556,1610,794,50,51,62,35,25,18,12,25,45,40,45,55,68,57,61,23,25,15,27,24,10,11,10,816,37,48,49,51,19,8,8,32,45,37,51,61,96,68,57,25,32,8,17,29,19,10,9,"24033801211",261,278,92,265,234,97,526,512,189,1227," Census Tract 8012.11, Prince George's County, Maryland"
"240338012121","Block Group 1, Census Tract 8012.12, Prince George's County, Maryland",444,1192,559,39,17,27,23,16,13,10,31,29,32,19,28,48,55,52,19,20,11,12,22,17,13,6,633,33,26,37,39,16,6,11,18,28,33,22,42,64,50,55,26,29,13,15,25,22,9,14,"24033801212",176,224,98,178,194,81,354,418,179,951," Census Tract 8012.12, Prince George's County, Maryland"
"240338012122","Block Group 2, Census Tract 8012.12, Prince George's County, Maryland",683,1899,898,49,42,64,47,24,17,12,30,63,45,43,71,72,76,54,31,43,21,23,36,23,10,2,1001,39,53,53,43,29,10,12,24,48,55,42,72,80,99,85,38,47,29,35,34,31,20,23,"24033801212",292,349,172,305,276,115,597,625,287,1509," Census Tract 8012.12, Prince George's County, Maryland"
"240338012131","Block Group 1, Census Tract 8012.13, Prince George's County, Maryland",423,1219,561,41,40,53,27,13,4,7,14,34,24,33,41,43,28,40,14,27,24,17,20,9,3,5,658,34,38,62,35,14,7,7,17,21,37,54,55,38,35,71,16,41,17,25,16,11,3,4,"24033801213",212,201,76,170,152,78,382,353,154,889," Census Tract 8012.13, Prince George's County, Maryland"
"240338012132","Block Group 2, Census Tract 8012.13, Prince George's County, Maryland",919,2606,1266,66,79,104,74,40,18,12,66,66,84,86,82,98,97,87,32,54,20,44,25,18,10,4,1340,69,86,93,65,41,20,15,43,62,81,91,94,114,111,108,49,65,29,30,38,21,7,8,"24033801213",447,447,133,454,368,121,901,815,254,1970," Census Tract 8012.13, Prince George's County, Maryland"
"240338012141","Block Group 1, Census Tract 8012.14, Prince George's County, Maryland",560,1359,659,29,42,43,37,22,7,6,18,39,40,35,49,60,52,55,12,24,11,19,35,13,5,6,700,38,34,38,31,11,9,8,25,29,34,34,45,67,60,63,21,28,10,31,29,24,20,11,"24033801214",195,239,125,216,203,89,411,442,214,1067," Census Tract 8012.14, Prince George's County, Maryland"
"240338012142","Block Group 2, Census Tract 8012.14, Prince George's County, Maryland",1144,2636,1198,65,57,90,52,38,19,15,41,48,56,75,98,108,106,100,25,53,30,31,41,32,12,6,1438,61,68,94,47,25,17,16,37,55,65,85,102,116,131,88,30,75,37,56,73,61,53,46,"24033801214",402,440,326,390,392,152,792,832,478,2102," Census Tract 8012.14, Prince George's County, Maryland"
"240338012151","Block Group 1, Census Tract 8012.15, Prince George's County, Maryland",790,2386,1113,80,78,93,62,29,14,14,28,65,57,66,97,124,101,75,32,26,16,12,23,15,3,3,1273,74,80,122,68,41,15,14,35,57,61,91,104,137,107,95,35,37,21,18,29,13,9,10,"24033801215",418,411,100,370,358,72,788,769,172,1729," Census Tract 8012.15, Prince George's County, Maryland"
"240338012161","Block Group 1, Census Tract 8012.16, Prince George's County, Maryland",531,1429,669,27,37,47,30,20,6,2,29,43,26,33,53,64,56,59,18,21,19,21,22,21,8,7,760,36,46,46,29,9,12,9,33,50,32,41,57,65,59,74,21,27,21,21,22,13,19,18,"24033801216",243,246,114,212,218,98,455,464,212,1131," Census Tract 8012.16, Prince George's County, Maryland"
"240338012162","Block Group 2, Census Tract 8012.16, Prince George's County, Maryland",313,836,404,28,21,21,25,16,7,4,17,13,14,26,40,32,32,30,13,9,9,9,15,12,9,2,432,14,27,23,17,12,6,3,19,18,28,28,29,40,38,36,11,18,11,9,18,16,7,4,"24033801216",143,143,65,137,116,56,280,259,121,660," Census Tract 8012.16, Prince George's County, Maryland"
"240338012163","Block Group 3, Census Tract 8012.16, Prince George's County, Maryland",404,1160,551,27,33,46,32,14,9,7,18,26,28,26,41,44,50,41,18,26,14,17,18,10,4,2,609,31,25,38,25,18,10,9,16,40,31,40,46,42,57,56,24,26,14,16,25,8,5,7,"24033801216",210,205,75,169,179,65,379,384,140,903," Census Tract 8012.16, Prince George's County, Maryland"
"240338012171","Block Group 1, Census Tract 8012.17, Prince George's County, Maryland",484,1265,619,40,38,40,30,15,7,6,24,40,39,37,59,64,49,38,15,23,17,10,12,10,4,2,646,43,32,47,30,12,4,2,14,38,45,42,51,77,51,53,16,25,14,15,13,10,4,8,"24033801217",208,222,64,227,189,55,435,411,119,965," Census Tract 8012.17, Prince George's County, Maryland"
"240338012172","Block Group 2, Census Tract 8012.17, Prince George's County, Maryland",683,2371,1144,55,56,75,49,34,12,10,31,45,59,54,94,106,93,94,37,55,28,29,46,32,29,21,1227,46,55,57,48,22,10,14,36,42,55,68,98,93,102,93,48,44,31,40,63,51,39,72,"24033801217",345,380,296,339,385,185,684,765,481,1930," Census Tract 8012.17, Prince George's County, Maryland"
"240338013021","Block Group 1, Census Tract 8013.02, Prince George's County, Maryland",648,1728,869,43,50,75,38,20,9,5,31,44,42,44,55,95,75,79,35,38,19,14,29,19,5,5,859,50,50,54,31,25,7,8,22,48,39,55,61,93,66,80,27,27,23,19,28,16,14,16,"24033801302",265,293,116,250,322,91,515,615,207,1337," Census Tract 8013.02, Prince George's County, Maryland"
"240338013022","Block Group 2, Census Tract 8013.02, Prince George's County, Maryland",388,1006,489,25,38,27,20,13,3,5,11,16,18,26,33,43,56,44,11,19,9,14,23,20,10,5,517,20,31,39,14,5,1,2,15,21,21,43,37,54,48,45,13,28,12,15,15,23,6,9,"24033801302",145,188,80,125,173,81,270,361,161,792," Census Tract 8013.02, Prince George's County, Maryland"
"240338013051","Block Group 1, Census Tract 8013.05, Prince George's County, Maryland",1163,3179,1498,80,91,123,67,49,16,16,50,80,71,100,93,135,109,114,54,76,37,51,36,28,15,7,1681,93,83,110,83,29,19,19,43,70,90,103,106,149,156,151,74,79,44,45,58,37,23,17,"24033801305",479,609,224,475,488,174,954,1097,398,2449," Census Tract 8013.05, Prince George's County, Maryland"
"240338013052","Block Group 2, Census Tract 8013.05, Prince George's County, Maryland",554,1727,830,41,49,70,48,29,14,9,35,31,46,55,67,84,69,58,18,26,20,17,26,8,7,3,897,52,49,70,41,20,12,8,22,38,47,68,75,90,77,61,32,26,28,13,29,16,12,11,"24033801305",290,286,109,286,255,81,576,541,190,1307," Census Tract 8013.05, Prince George's County, Maryland"
"240338013053","Block Group 3, Census Tract 8013.05, Prince George's County, Maryland",251,663,314,13,17,20,11,9,1,3,12,19,11,21,23,25,30,30,8,13,11,7,15,9,5,1,349,11,12,20,16,5,7,5,13,15,15,18,29,29,35,32,11,21,9,13,18,6,6,3,"24033801305",107,128,55,99,106,48,206,234,103,543," Census Tract 8013.05, Prince George's County, Maryland"
"240338013071","Block Group 1, Census Tract 8013.07, Prince George's County, Maryland",908,2409,1191,51,59,69,45,20,13,11,39,65,37,36,68,75,100,107,68,93,50,55,75,31,14,10,1218,48,44,69,40,23,7,10,31,50,40,50,67,91,118,139,90,71,64,48,48,26,23,21,"24033801307",278,509,230,289,443,235,567,952,465,1984," Census Tract 8013.07, Prince George's County, Maryland"
"240338013072","Block Group 2, Census Tract 8013.07, Prince George's County, Maryland",506,1259,588,27,33,38,25,17,6,3,12,34,40,34,40,38,25,44,19,36,15,30,30,23,10,9,671,30,43,43,18,14,5,7,6,22,44,43,31,36,49,54,31,39,17,29,52,27,15,16,"24033801307",172,209,156,186,162,117,358,371,273,1002," Census Tract 8013.07, Prince George's County, Maryland"
"240338013081","Block Group 1, Census Tract 8013.08, Prince George's County, Maryland",610,1791,849,45,55,60,58,27,9,15,32,42,37,50,63,76,65,63,18,45,18,24,21,16,7,3,942,44,57,58,58,23,12,14,41,45,43,62,74,74,99,71,28,39,17,21,36,12,8,6,"24033801308",314,311,100,275,267,89,589,578,189,1356," Census Tract 8013.08, Prince George's County, Maryland"
"240338013082","Block Group 2, Census Tract 8013.08, Prince George's County, Maryland",649,1789,855,43,56,53,47,18,16,5,32,35,38,37,61,77,71,73,24,50,22,22,42,17,8,8,934,49,47,47,46,22,18,12,29,32,48,54,79,68,87,80,26,46,27,26,40,29,12,10,"24033801308",294,307,144,242,295,119,536,602,263,1401," Census Tract 8013.08, Prince George's County, Maryland"
"240338013091","Block Group 1, Census Tract 8013.09, Prince George's County, Maryland",653,1565,762,35,30,35,32,11,7,5,16,28,25,31,51,62,66,55,27,34,28,49,57,35,21,22,803,27,29,42,32,10,5,5,21,17,23,42,55,50,74,73,42,43,37,54,51,28,19,24,"24033801309",178,282,213,174,244,212,352,526,425,1303," Census Tract 8013.09, Prince George's County, Maryland"
"240338013092","Block Group 2, Census Tract 8013.09, Prince George's County, Maryland",698,1843,887,50,59,70,47,25,10,14,24,37,33,53,65,75,64,79,24,36,20,26,38,25,8,5,956,53,51,55,40,16,13,6,14,40,47,63,88,85,86,92,35,41,30,32,30,21,11,7,"24033801309",287,339,131,261,278,122,548,617,253,1418," Census Tract 8013.09, Prince George's County, Maryland"
"240338013101","Block Group 1, Census Tract 8013.10, Prince George's County, Maryland",1252,3666,1803,99,128,168,104,60,15,17,53,72,60,126,197,188,173,130,47,42,22,34,31,22,8,7,1863,86,120,142,93,47,25,17,47,75,92,155,200,208,179,128,55,41,33,33,29,28,12,18,"24033801310",658,611,153,600,580,124,1258,1191,277,2726," Census Tract 8013.10, Prince George's County, Maryland"
"240338013102","Block Group 2, Census Tract 8013.10, Prince George's County, Maryland",893,2477,1211,67,80,81,65,38,20,9,48,61,51,75,97,127,115,128,33,39,14,13,24,13,9,4,1266,53,73,81,90,30,16,8,43,53,51,96,127,130,124,98,33,33,22,27,28,20,17,13,"24033801310",424,418,127,399,442,77,823,860,204,1887," Census Tract 8013.10, Prince George's County, Maryland"
"240338013111","Block Group 1, Census Tract 8013.11, Prince George's County, Maryland",741,2104,1028,63,63,80,59,32,6,15,29,51,35,61,73,93,89,66,48,53,17,34,24,15,17,5,1076,47,53,72,54,30,12,9,36,46,48,61,99,97,90,98,40,51,27,32,34,18,15,7,"24033801311",341,376,133,302,349,112,643,725,245,1613," Census Tract 8013.11, Prince George's County, Maryland"
"240338013112","Block Group 2, Census Tract 8013.11, Prince George's County, Maryland",679,1979,975,41,73,99,54,38,9,16,31,40,48,64,102,92,67,66,34,33,19,15,16,9,7,2,1004,46,62,79,60,28,13,11,26,38,47,79,100,107,87,86,22,36,22,5,24,12,10,4,"24033801311",342,338,77,348,292,68,690,630,145,1465," Census Tract 8013.11, Prince George's County, Maryland"
"240338013113","Block Group 3, Census Tract 8013.11, Prince George's County, Maryland",608,1638,806,48,55,70,32,23,14,10,20,50,50,58,87,83,56,46,27,19,10,15,13,9,7,4,832,57,49,56,53,18,9,3,25,46,55,70,76,88,69,48,24,25,7,14,17,8,5,10,"24033801311",302,254,61,312,231,58,614,485,119,1218," Census Tract 8013.11, Prince George's County, Maryland"
"240338013121","Block Group 1, Census Tract 8013.12, Prince George's County, Maryland",548,1485,720,48,46,51,34,19,13,9,28,37,49,41,39,53,54,55,24,28,20,15,32,14,7,4,765,32,42,54,42,18,13,11,28,36,40,50,47,61,71,63,15,38,15,23,22,17,14,13,"24033801312",243,248,104,235,214,92,478,462,196,1136," Census Tract 8013.12, Prince George's County, Maryland"
"240338013122","Block Group 2, Census Tract 8013.12, Prince George's County, Maryland",777,2272,1034,53,66,94,50,26,10,9,32,37,51,58,80,99,101,81,33,37,17,20,39,15,12,14,1238,55,58,85,66,16,15,8,42,55,61,63,87,106,115,110,24,45,21,31,45,32,29,69,"24033801312",347,400,227,303,351,117,650,751,344,1745," Census Tract 8013.12, Prince George's County, Maryland"
"240338013131","Block Group 1, Census Tract 8013.13, Prince George's County, Maryland",609,1497,702,40,37,45,37,23,9,8,29,30,28,42,56,59,66,55,22,28,20,22,20,12,9,5,795,35,22,57,28,17,4,6,23,43,31,40,64,72,71,70,31,43,25,28,20,32,16,17,"24033801313",228,287,138,225,230,88,453,517,226,1196," Census Tract 8013.13, Prince George's County, Maryland"
"240338013132","Block Group 2, Census Tract 8013.13, Prince George's County, Maryland",575,1643,786,48,41,59,45,24,7,14,34,59,43,44,60,56,54,70,31,24,15,19,19,10,7,3,857,43,42,43,34,19,11,16,40,49,40,56,51,89,74,90,31,36,21,19,17,10,16,10,"24033801313",282,320,93,285,235,73,567,555,166,1288," Census Tract 8013.13, Prince George's County, Maryland"
"240338014041","Block Group 1, Census Tract 8014.04, Prince George's County, Maryland",797,1351,638,29,25,25,19,23,11,8,35,40,44,57,68,62,48,49,11,23,8,13,19,10,7,4,713,36,22,42,21,19,8,11,30,66,59,53,51,72,63,48,20,18,14,18,17,12,8,5,"24033801404",297,221,74,286,193,61,583,414,135,1132," Census Tract 8014.04, Prince George's County, Maryland"
"240338014042","Block Group 2, Census Tract 8014.04, Prince George's County, Maryland",537,1508,759,41,45,56,44,24,9,10,38,37,43,38,49,67,52,53,28,33,16,12,28,21,11,4,749,45,34,41,31,17,9,11,26,36,32,48,65,59,64,54,21,41,12,24,32,26,11,10,"24033801404",244,239,115,248,233,92,492,472,207,1171," Census Tract 8014.04, Prince George's County, Maryland"
"240338014043","Block Group 3, Census Tract 8014.04, Prince George's County, Maryland",1005,1953,933,39,64,62,48,26,11,10,19,52,52,53,69,69,87,67,27,40,25,27,36,26,18,6,1020,40,43,56,32,26,11,8,35,59,57,69,80,85,73,86,35,40,44,33,43,32,13,20,"24033801404",345,319,185,292,290,138,637,609,323,1569," Census Tract 8014.04, Prince George's County, Maryland"
"240338014051","Block Group 1, Census Tract 8014.05, Prince George's County, Maryland",873,2224,1063,64,58,80,60,36,17,11,57,80,99,70,81,77,85,61,20,24,10,16,19,23,9,6,1161,59,61,88,47,41,19,19,43,72,57,82,81,113,84,83,26,40,13,33,30,33,14,23,"24033801405",414,346,146,451,267,83,865,613,229,1707," Census Tract 8014.05, Prince George's County, Maryland"
"240338014052","Block Group 2, Census Tract 8014.05, Prince George's County, Maryland",720,2021,981,64,66,68,51,28,13,17,34,63,53,52,68,88,69,84,12,30,22,27,29,15,16,12,1040,46,52,68,49,27,8,17,28,58,52,57,74,89,92,86,35,45,24,29,43,19,23,19,"24033801405",321,347,157,328,283,121,649,630,278,1557," Census Tract 8014.05, Prince George's County, Maryland"
"240338014061","Block Group 1, Census Tract 8014.06, Prince George's County, Maryland",217,611,304,18,21,27,19,7,1,2,16,9,21,16,12,26,21,25,6,7,5,14,20,8,2,1,307,17,21,18,16,5,3,3,8,11,17,21,17,24,27,27,5,11,9,15,12,11,2,7,"24033801406",85,94,56,84,85,50,169,179,106,454," Census Tract 8014.06, Prince George's County, Maryland"
"240338014062","Block Group 2, Census Tract 8014.06, Prince George's County, Maryland",1203,2157,920,73,76,63,53,28,15,10,39,76,68,73,62,63,58,63,14,22,11,13,20,10,6,4,1237,71,42,68,51,20,15,11,45,108,116,105,109,78,103,101,43,42,28,29,25,12,3,12,"24033801406",529,367,109,371,220,64,900,587,173,1660," Census Tract 8014.06, Prince George's County, Maryland"
"240338014071","Block Group 1, Census Tract 8014.07, Prince George's County, Maryland",404,1170,549,25,29,44,29,21,6,5,25,32,30,33,41,46,42,36,16,29,14,15,21,7,2,1,621,33,34,52,19,9,6,4,19,28,35,33,40,53,53,65,28,41,14,27,5,12,9,2,"24033801407",174,240,69,193,169,60,367,409,129,905," Census Tract 8014.07, Prince George's County, Maryland"
"240338014072","Block Group 2, Census Tract 8014.07, Prince George's County, Maryland",1076,2810,1288,86,99,89,76,44,22,25,53,80,78,90,107,120,83,82,31,48,11,20,24,7,9,4,1522,96,87,90,73,35,10,11,75,105,122,110,128,135,121,125,41,56,24,21,26,16,13,2,"24033801407",596,478,102,499,364,75,1095,842,177,2114," Census Tract 8014.07, Prince George's County, Maryland"
"240338014073","Block Group 3, Census Tract 8014.07, Prince George's County, Maryland",376,1002,466,28,29,34,29,13,10,1,13,20,29,21,24,37,32,41,12,19,11,16,22,15,7,3,536,21,26,26,22,6,8,7,17,32,20,29,44,37,36,50,31,27,15,19,23,22,12,6,"24033801407",163,181,97,131,141,74,294,322,171,787," Census Tract 8014.07, Prince George's County, Maryland"
"240338014074","Block Group 4, Census Tract 8014.07, Prince George's County, Maryland",481,1326,635,29,41,34,30,22,7,7,21,32,35,41,63,35,43,50,21,30,11,19,32,16,12,4,691,29,37,48,33,21,1,5,23,34,39,37,48,55,55,58,32,32,23,21,25,14,11,10,"24033801407",208,232,104,228,179,94,436,411,198,1045," Census Tract 8014.07, Prince George's County, Maryland"
"240338014081","Block Group 1, Census Tract 8014.08, Prince George's County, Maryland",1039,1945,808,92,55,43,32,16,7,9,43,71,86,76,50,50,47,50,8,20,10,9,16,14,3,1,1137,73,55,56,35,19,11,14,32,120,119,103,81,98,69,88,25,37,17,13,28,26,11,7,"24033801408",499,317,102,358,175,53,857,492,155,1504," Census Tract 8014.08, Prince George's County, Maryland"
"240338014082","Block Group 2, Census Tract 8014.08, Prince George's County, Maryland",721,1466,681,64,48,46,31,26,17,11,24,42,52,38,36,39,50,53,18,31,12,11,15,4,10,3,785,39,43,45,40,10,9,7,17,50,53,57,50,62,67,68,39,47,21,14,22,11,9,5,"24033801408",253,283,82,246,191,55,499,474,137,1110," Census Tract 8014.08, Prince George's County, Maryland"
"240338014091","Block Group 1, Census Tract 8014.09, Prince George's County, Maryland",865,2051,955,58,49,68,48,33,22,10,34,61,51,50,68,58,70,69,24,40,21,22,40,34,16,9,1096,57,66,73,38,22,16,11,37,70,56,68,69,76,89,83,29,39,24,29,53,41,29,21,"24033801409",349,316,197,329,261,142,678,577,339,1594," Census Tract 8014.09, Prince George's County, Maryland"
"240338014092","Block Group 2, Census Tract 8014.09, Prince George's County, Maryland",271,701,329,20,17,27,22,10,5,2,8,17,16,15,19,25,23,24,11,12,8,10,18,10,4,6,372,10,15,16,19,7,3,4,14,21,19,21,20,26,22,35,15,24,14,13,21,11,8,14,"24033801409",109,122,81,92,95,56,201,217,137,555," Census Tract 8014.09, Prince George's County, Maryland"
"240338014101","Block Group 1, Census Tract 8014.10, Prince George's County, Maryland",627,1774,869,43,51,62,47,23,10,9,36,37,36,48,59,76,63,59,21,45,22,33,45,23,15,6,905,46,47,46,29,10,8,3,27,41,45,65,63,70,87,76,33,38,31,35,38,30,18,19,"24033801410",262,304,171,258,264,144,520,568,315,1403," Census Tract 8014.10, Prince George's County, Maryland"
"240338014102","Block Group 2, Census Tract 8014.10, Prince George's County, Maryland",621,1745,812,36,45,55,41,17,11,10,25,57,30,48,61,67,57,49,27,35,15,39,40,32,11,4,933,41,50,60,34,23,15,10,26,34,47,51,76,71,71,71,38,49,27,40,48,34,7,10,"24033801410",282,300,166,259,235,141,541,535,307,1383," Census Tract 8014.10, Prince George's County, Maryland"
"240338014111","Block Group 1, Census Tract 8014.11, Prince George's County, Maryland",563,1530,734,41,49,58,32,11,14,3,25,58,54,49,54,59,50,57,19,22,9,25,19,18,5,3,796,50,43,51,35,13,4,7,25,45,56,55,56,68,58,70,27,33,20,25,28,10,9,8,"24033801411",261,256,100,268,207,79,529,463,179,1171," Census Tract 8014.11, Prince George's County, Maryland"
"240338014112","Block Group 2, Census Tract 8014.11, Prince George's County, Maryland",599,1868,898,44,64,62,54,32,11,11,44,42,49,60,54,71,59,72,24,36,22,39,28,8,9,3,970,63,64,71,46,21,11,6,25,37,53,64,66,75,93,80,29,44,20,26,34,19,13,10,"24033801411",283,321,122,303,262,109,586,583,231,1400," Census Tract 8014.11, Prince George's County, Maryland"
"240338015001","Block Group 1, Census Tract 8015, Prince George's County, Maryland",421,1079,502,34,32,26,37,15,11,11,19,29,31,36,25,34,31,26,20,24,12,19,13,12,2,3,577,27,25,38,25,14,9,4,14,31,34,37,41,51,50,51,19,24,18,20,19,15,5,6,"24033801500",184,195,83,177,135,61,361,330,144,835," Census Tract 8015, Prince George's County, Maryland"
"240338015002","Block Group 2, Census Tract 8015, Prince George's County, Maryland",540,1427,692,38,40,37,26,22,6,11,41,44,41,50,48,54,60,41,20,26,14,14,29,16,8,6,735,35,32,45,26,18,9,11,31,38,39,39,53,69,67,53,28,38,21,17,28,20,7,11,"24033801500",238,255,104,263,201,87,501,456,191,1148," Census Tract 8015, Prince George's County, Maryland"
"240338016001","Block Group 1, Census Tract 8016, Prince George's County, Maryland",432,960,438,43,34,42,26,14,6,10,12,34,28,41,27,35,22,21,8,13,4,9,7,2,0,0,522,29,31,35,23,13,5,7,23,52,40,45,35,41,37,24,13,21,10,13,18,4,1,2,"24033801600",220,136,48,172,99,22,392,235,70,697," Census Tract 8016, Prince George's County, Maryland"
"240338016002","Block Group 2, Census Tract 8016, Prince George's County, Maryland",339,772,357,26,21,18,18,16,7,6,19,12,33,30,25,16,25,18,9,14,10,13,8,4,9,0,415,31,13,22,7,15,11,5,18,29,31,32,22,31,22,34,17,18,2,18,19,11,5,2,"24033801600",163,122,57,148,82,44,311,204,101,616," Census Tract 8016, Prince George's County, Maryland"
"240338016003","Block Group 3, Census Tract 8016, Prince George's County, Maryland",466,1081,487,46,28,35,26,23,11,7,20,38,18,40,41,40,28,30,3,22,2,13,14,2,0,0,594,44,37,53,18,20,13,8,27,41,46,42,41,51,39,35,12,15,10,11,13,13,4,1,"24033801600",238,152,52,198,123,31,436,275,83,794," Census Tract 8016, Prince George's County, Maryland"
"240338017011","Block Group 1, Census Tract 8017.01, Prince George's County, Maryland",1157,2531,1130,113,100,103,65,36,25,24,57,119,75,94,77,75,51,45,16,14,3,13,15,3,4,3,1401,98,100,114,58,44,13,22,68,139,129,125,128,109,88,63,16,29,12,12,19,4,5,6,"24033801701",668,305,58,507,201,41,1175,506,99,1780," Census Tract 8017.01, Prince George's County, Maryland"
"240338017012","Block Group 2, Census Tract 8017.01, Prince George's County, Maryland",625,1664,816,32,52,47,46,24,8,14,38,43,51,44,46,67,68,63,23,38,19,26,29,18,9,11,848,36,43,57,41,22,10,9,20,40,32,49,61,78,67,89,28,32,21,29,34,15,16,19,"24033801701",243,294,134,268,259,112,511,553,246,1310," Census Tract 8017.01, Prince George's County, Maryland"
